snailID,gw,gh,r0,h0,a0,c0,apAngle,shellLength,apex_x,apex_y,scaleFactor,analyst
142_SHL_ltr_H,0.102994135140487,0.120664408360629,3.78445195662149,9.10070629968642,3.40452533864397,5.37885992927005,26.4740355274001,13.880196633166,3238.91595061728,883.422814814815,147.94714076793,saeesh
143_SHL_ltr_H,0.108290175536285,0.142170588435572,4.77824741477304,11.4258050969711,4.0000445789242,6.66884671593765,38.3951967798492,16.9276261653881,3140.44444444444,680.88888888889,140.33313294806,saeesh
144_SHL_ltr_H,0.104317420297598,0.124568072153712,4.10650219343077,9.30761833345165,3.47523778427704,5.77221207966417,30.7035655802728,14.3311110403264,3325.33333333333,823.111111111112,143.949998939866,saeesh
145_SHL_ltr_H,0.0874519677140537,0.12850577470745,4.26842951229185,12.3030049540289,4.04679529747386,6.17506177443786,31.8006975003818,17.6746836058669,3247.11111111111,517.333333333334,145.83076423369,saeesh
147_SHL_ltr_H,0.103720411506064,0.120052907123835,4.30153082551907,10.7194534672256,3.67463725678654,6.04132061341493,35.9021903768593,15.7405750800994,3168.88888888889,666.666666666667,146.157890460141,saeesh
150_SHL_ltr_H,0.100796564729388,0.135270964588747,4.34507234696775,11.0808910614362,4.02224841705262,6.56577505366663,32.0650192509384,16.7440715434285,3332.44444444444,368.000000000001,164.395054311345,saeesh
153_SHL_ltr_M,0.0966197049578178,0.117106581566177,4.33365334658551,11.9672109269603,4.29706165431926,6.14074327961594,28.9715741128764,17.3577129595743,3282.66666666667,588.444444444445,137.991391552739,saeesh
156_SHL_ltr_M,0.104162548774883,0.12290952144237,4.55878246970527,11.1587410756728,4.21006120912931,6.13634674457775,19.7398065139461,16.7827881901213,3325.33333333333,880,128.197378683164,saeesh
158_SHL_ltr_M,0.103521008348274,0.119099267306045,3.14921653431732,8.00602369024855,2.89791598525722,4.1690680812184,28.4002742582582,11.6792445699657,3247.11111111111,837.333333333334,173.037037037037,saeesh
159_SHL_ltr_M,0.0951936730876185,0.119293005777063,3.51241478393637,8.75680202554388,3.13454135200327,5.02256543236093,36.5188109189006,12.9764436509631,3104.88888888889,752,173.620528139662,saeesh
160_SHL_ltr_M,0.0908467866308198,0.105501064952451,3.44889514360755,9.55988082475,3.16427202892304,5.22785670494284,30.0715870530248,13.9961204976598,3360.88888888889,460.444444444445,179.679702833752,saeesh
162_SHL_ltr_M,0.0930905465837208,0.111395667234242,2.38853344539608,6.4510046993004,2.30841610403284,3.67456944215139,28.1361242763768,9.65500604290185,3204.44444444444,716.444444444445,239.454340834129,saeesh
165_SHL_ltr_M,0.115377975498686,0.128008501282479,3.86934281293601,8.93123944978847,3.54975333679396,5.21526597600149,18.151645846045,13.7366111628731,3119.11111111111,588.444444444445,183.761042425499,saeesh
168_SHL_ltr_L,0.105399818248453,0.124040410453415,3.87200376427691,9.95086840287703,3.45881694140444,5.33950887556653,31.0875209162144,14.5562859422532,3126.22222222222,602.666666666667,164.172748524305,saeesh
171_SHL_ltr_L,0.10152863969048,0.138859016819595,3.61493691044167,9.38944316230906,3.46495055562719,5.14958699717879,35.2517877871435,13.8080591299438,3104.88888888889,545.777777777779,185.435090636875,saeesh
172_SHL_ltr_L,0.10456104027856,0.124052493563819,3.34454040639449,7.81907949833042,3.05235670979165,4.92246611995089,29.7630977489852,12.1331410138283,3460.44444444444,631.111111111112,189.065828528444,saeesh
173_SHL_ltr_L,0.103826694041197,0.121571816557204,4.19188454334041,9.11996059922229,3.42593836999747,6.19763476930584,32.998652244059,14.3951799162708,3232.88888888889,453.333333333334,186.913886850051,saeesh
174_SHL_ltr_L,0.107242701745528,0.125319629837432,4.60159950129018,10.0868042579703,3.96431347818475,6.36296473833406,25.8446370483476,15.798530101564,3069.33333333333,545.777777777779,159.661644980612,saeesh
175_SHL_ltr_L,0.0990551790545337,0.129274673528186,3.62923290098429,8.91821455804659,3.33117577232781,5.57949936318767,32.8882317840885,13.7114885844962,3069.33333333333,510.222222222223,196.683615088915,saeesh
177_SHL_ltr_L,0.0965645891763172,0.125291642866907,3.80356415730785,9.21791034204865,3.49044844093175,5.36160722965162,29.3447625349911,13.9765676419513,3154.66666666667,531.555555555556,185.85880446969,saeesh
180_SHL_ltr_L,0.0890039584544969,0.120344956270173,4.72080095543632,13.3978712276798,4.46329369031859,6.57925743279078,34.2522758201098,19.0463755318385,3161.77777777778,204.444444444445,154.347336022279,saeesh
