snailID,gw,gh,r0,h0,a0,c0,apAngle,shellLength,apex_x,apex_y,scaleFactor
119_SHL_sxt_M,0.0969458662659127,0.134853068274056,1.93648947902606,6.18557642654797,2.3467463306372,3.4406360145745,31.5066199589922,9.13860211714871,3207.04225352113,815.49295774648,247.12501937061
136_SHL_ltr_H,0.0943640902428946,0.140219498703459,4.59747569233106,11.302634710335,4.11950627038453,6.49005202689552,26.1381527654898,17.1670995328229,3223.94366197183,708.450704225353,137.909949053424
137_SHL_ltr_H,0.10483986727351,0.132898086335747,5.23729295644702,12.6210365692906,4.60255631210611,6.65334902891066,30.439404743047,18.504879046688,3207.04225352113,607.042253521127,134.649327851593
139_SHL_ltr_H,0.0968479795486292,0.10933022777235,4.17845508545364,11.7562945577671,4.40490270133395,5.6144023969591,24.5273013947444,16.7714079209391,3077.46478873239,702.816901408451,143.51153558342
140_SHL_ltr_H,0.103431777697503,0.128865335846479,4.27729165370936,10.5113152857988,4.06383225355225,6.14131893055,37.1635071288792,15.7152521324964,3122.5352112676,770.422535211268,146.165549087625
146_SHL_ltr_H,0.0926955332951676,0.120801472411094,4.21677544573422,12.7858295560725,4.67827130206133,6.04304816166929,27.4820966444927,18.185675876497,3116.9014084507,505.633802816902,142.920545280304
148_SHL_ltr_H,0.119032216945825,0.144698832552475,3.68731006741675,8.14150574645208,3.44244068619694,5.02638323869035,32.5201624151616,12.5507101411673,3376.05633802817,883.098591549297,163.066992271117
149_SHL_ltr_H,0.117186127162039,0.148808014147915,4.30088860764365,8.88456014296765,3.73735729676141,6.11766451139889,22.1771900293235,14.4876246952708,3257.74647887324,680.281690140846,162.818092711878
151_SHL_ltr_M,0.095305150356271,0.136885423890392,4.13831324193546,13.9233056399959,5.51280879761009,6.45377092304873,29.5629357716117,19.6888505324156,3280.28169014085,528.169014084508,126.715345786572
152_SHL_ltr_M,0.100025505884359,0.136607295945234,3.83345359725049,10.2732327552454,4.01821309409362,5.37510830552955,35.5431311034596,14.9747626056983,3100,561.971830985916,166.882753525175
154_SHL_ltr_M,0.11033657035633,0.145229721011543,5.21485517515093,12.3589306771757,4.8758722977388,6.86379911646566,33.3094930119632,18.3845111406429,3184.50704225352,764.788732394367,129.359550041649
155_SHL_ltr_M,0.0920145252222099,0.141587332668872,4.77561199760103,14.6763965052545,5.41043802911005,6.99529754176653,33.1273015857717,20.8500436482212,3223.94366197183,629.577464788733,116.401631679337
157_SHL_ltr_M,0.0883209315439316,0.141734605261652,4.54215336412284,14.7346249042862,5.42026288171679,7.34587898002903,38.5423860092787,20.9986054078978,3269.01408450704,443.661971830987,122.64219243009
161_SHL_ltr_M,0.101209315907086,0.114370894637136,2.6410537719957,7.27999252478198,2.76250568095263,3.84997697300969,24.089689342139,10.7149783140225,3207.04225352113,545.070422535212,240.404927786746
163_SHL_ltr_M,0.0942977382822467,0.138536358632724,4.52135415368842,11.3756134566778,4.03977263717996,6.50108096982395,35.9426550458546,16.9144172341958,3280.28169014085,646.478873239437,135.276457941423
164_SHL_ltr_M,0.0983447526202248,0.117927420714453,3.75369880133144,9.37992936701891,3.35432606357182,5.250621530292,25.5381912298793,14.0566184543481,3207.04225352113,561.971830985916,177.958426148088
166_SHL_ltr_L,0.0872907032786456,0.124054200780814,4.9315377603989,15.7694084882108,5.42305567399538,7.08908219310337,40.5927445180621,21.7970530653956,3139.43661971831,353.521126760564,121.950107756276
167_SHL_ltr_L,0.102852658198274,0.117007866890687,4.2788626600452,11.1969563397007,4.13621456559101,5.49836450043239,30.7867855648345,16.0266346224914,3100,494.366197183099,160.944554824908
169_SHL_ltr_L,0.0969367534634406,0.120169162922895,4.42617518287797,12.3236559248428,4.27173132691264,5.88537776627651,23.7067241358152,17.6123724621644,3223.94366197183,364.788732394367,156.241422872875
170_SHL_ltr_L,0.100871383552749,0.12468994037446,3.66285328836922,9.72117922399574,3.63688122940707,5.00521467973351,31.6055330277559,14.1191837661772,3133.80281690141,522.535211267606,186.180870019968
176_SHL_ltr_L,0.0869269188375151,0.106110159273209,4.2503772788638,12.1940617653166,3.84527149018506,5.99285526676783,34.269928918565,17.183684735967,3257.74647887324,471.830985915493,150.843835703461
178_SHL_ltr_L,0.098748533533263,0.121181217141705,2.82542391811614,7.69322828264089,3.01889985676532,4.25770487918371,28.9835487893394,11.4615946264984,3235.21126760563,894.366197183099,186.379654847692
179_SHL_ltr_L,0.0982066883203187,0.122106897914985,4.4340573396632,11.8199159422071,4.52863154271079,6.48474679958794,23.3109412076838,17.6914419404546,3308.45070422535,409.859154929578,155.426716969454
